Annual_Income,Declared_Tax,Deduction_Risk,Expense_Anomaly,Investment_Mismatch,Cash_Transaction_Risk,Business_Loss_Risk,Asset_Underreporting,Refund_Claim_Risk,Compliance_Risk,Income_Variation,Previous_Audit_Flag,Penalty_History,High_Value_Transactions,Foreign_Asset_Score,GST_Mismatch,Suspicious_Deduction,Shell_Company_Link,Frequent_ITR_Revisions,Cash_Deposit_Spike,High_Risk_Industry,Fraud
3728880,804458,10,4,28,26,4,12,6,89,1,1,0,5,75,1,0,0,1,0,0,0
1772138,243697,43,24,17,6,43,93,22,5,78,1,0,61,1,0,1,1,0,1,1,0
2217337,352328,13,55,92,48,28,18,74,33,58,0,0,0,13,1,0,0,1,0,1,0
2523724,10435,28,89,5,95,99,41,32,91,95,1,0,15,16,0,0,1,1,1,0,1
2428531,144565,73,63,52,71,13,40,39,8,62,0,0,51,76,1,0,0,1,1,0,1
1829753,208299,49,71,81,59,57,49,4,92,74,0,0,6,0,1,1,0,0,0,1,1
426256,850753,4,85,31,32,43,2,44,97,16,0,0,87,0,0,1,0,0,1,1,0
620539,925267,71,51,41,46,17,30,40,11,53,1,0,34,25,1,1,0,1,0,0,0
3573307,287533,68,88,46,43,6,75,7,15,20,1,0,77,45,1,0,0,1,1,0,1
750242,36498,87,75,30,78,86,14,80,70,21,1,0,67,12,0,0,0,1,1,1,1
3697831,855187,56,8,61,26,96,53,81,30,96,0,1,14,33,0,0,1,1,0,0,0
3048439,892977,25,9,55,93,61,52,49,32,54,0,0,56,61,0,0,1,0,0,1,0
4920553,565113,5,9,10,21,44,44,90,6,28,0,1,22,72,1,1,0,1,0,1,0
2722919,284078,15,72,25,46,15,37,30,2,78,1,0,82,50,1,1,1,1,1,1,0
2221835,534862,59,61,91,92,63,77,3,19,20,1,0,77,82,1,1,0,0,1,0,1
999687,659986,99,89,26,47,36,98,65,4,1,1,1,90,86,0,0,1,1,0,0,1
4049091,698539,11,98,82,29,24,79,55,66,41,1,1,99,40,1,1,1,1,0,1,1
3731674,924091,74,90,56,1,8,49,4,37,51,0,1,85,54,0,0,0,0,1,1,1
2620872,47782,2,59,26,14,54,23,80,78,37,1,1,10,27,1,0,1,1,1,0,0
3127503,452628,62,94,58,46,27,16,53,98,2,1,1,3,93,1,0,0,1,0,1,1
550679,65561,63,18,61,26,8,17,95,55,24,0,1,57,60,1,1,0,0,1,1,0
2626105,475440,61,37,19,70,11,41,92,22,76,1,1,95,6,0,0,1,1,0,1,1
1304381,926913,5,5,2,26,17,16,79,96,87,1,0,39,77,1,0,0,1,0,1,0
2216328,918591,18,14,15,84,90,15,0,1,61,0,1,57,1,1,1,1,0,0,0,0
4632787,469535,17,92,43,12,89,84,75,99,94,1,1,87,75,0,0,0,0,0,1,1
470146,497232,79,46,92,54,55,87,82,20,14,0,1,97,1,1,0,1,0,0,0,1
4501828,556039,86,44,78,16,89,97,72,77,69,1,1,66,27,1,1,1,1,1,0,1
744026,305318,42,4,29,74,73,51,60,13,9,0,0,37,53,1,0,1,0,1,1,0
4142863,914110,72,77,39,58,57,35,6,61,72,1,1,1,91,0,0,0,1,1,1,1
4508080,61572,2,52,64,9,80,90,29,10,68,0,1,86,75,1,1,1,1,1,0,1
4574798,852848,71,65,28,32,50,38,14,3,43,1,1,39,93,1,0,1,0,0,0,0
4672089,410257,37,61,29,77,31,80,3,46,40,1,1,83,57,0,0,0,0,0,1,1
1590254,421443,67,22,31,36,87,24,62,93,82,0,1,55,46,0,1,1,0,1,1,1
468449,826633,75,43,9,7,47,41,69,99,19,0,0,71,60,1,0,1,0,1,1,0
3050774,41069,43,51,90,32,7,20,37,19,96,0,0,34,39,0,0,0,1,0,1,1
4630675,742550,94,45,50,6,29,67,46,51,36,1,0,48,85,1,0,1,1,1,0,1
4375318,817802,88,18,7,33,25,88,59,15,94,0,1,66,17,0,0,1,1,0,0,1
846275,755378,79,87,50,70,23,58,98,97,38,1,1,95,13,1,1,0,0,1,0,1
324591,916774,62,83,35,6,26,29,1,44,76,0,0,94,24,0,1,0,0,1,1,1
839104,787533,41,46,54,40,78,56,68,7,69,1,0,43,9,0,1,0,1,0,0,0
2798133,934090,63,90,34,99,91,32,7,61,7,1,0,30,99,1,1,1,0,1,0,1
4661213,710591,53,51,35,54,74,89,50,83,42,0,0,64,47,0,1,0,1,1,1,1
3497154,392902,77,23,55,6,38,88,93,20,9,1,0,75,47,0,0,0,0,0,0,0
1534649,927826,76,16,35,83,65,52,18,63,40,0,0,17,60,0,0,0,0,0,0,1
1408468,856726,70,88,88,17,50,15,93,29,3,0,0,87,52,0,0,1,0,1,1,1
1360152,608756,75,45,83,42,72,48,30,35,77,0,0,35,8,1,0,0,0,0,0,1
3941104,689659,36,63,60,77,49,87,79,4,3,1,0,61,10,1,1,0,1,0,0,1
1183667,95715,3,94,61,39,44,4,21,84,23,1,0,28,26,1,0,0,0,1,1,0
3423253,75793,1,27,80,52,86,76,32,37,20,1,0,88,58,1,1,1,1,0,1,1
2565885,444717,98,49,86,13,32,93,85,86,9,1,1,22,57,0,0,0,0,0,0,1
1080096,717494,43,63,24,20,18,59,71,18,45,0,0,2,12,0,1,0,0,0,1,0
3790437,640960,66,27,63,56,12,70,36,73,88,1,1,29,64,1,0,1,1,1,1,1
2401340,407993,67,85,59,90,77,80,11,26,69,0,1,80,10,0,1,1,0,1,0,1
2914766,147321,75,55,56,45,95,54,68,98,79,1,1,44,56,0,1,0,1,0,0,1
3124537,650190,82,58,94,25,21,90,63,12,43,1,1,48,66,0,1,0,0,1,0,1
4984377,26390,73,4,69,90,19,34,24,8,91,1,1,93,65,0,0,1,0,1,1,1
1792173,25369,61,53,98,23,96,68,53,16,99,1,0,18,23,1,0,0,1,0,0,1
1827059,148953,0,43,51,4,4,41,28,94,32,0,1,63,83,0,1,0,0,1,1,0
1274477,276731,16,41,55,41,83,68,12,43,93,1,0,4,48,1,1,1,1,1,1,0
1673300,229872,15,71,62,91,77,23,25,44,35,0,0,55,39,0,0,0,0,0,1,1
497584,472543,8,91,67,42,90,70,21,87,24,0,0,33,78,1,1,1,0,0,1,1
1605802,898441,52,56,19,31,89,70,92,41,12,1,0,72,69,1,0,1,1,1,0,0
1092015,486127,72,46,53,87,31,54,75,50,38,1,1,47,83,1,1,0,1,0,0,1
4975275,486363,58,75,0,5,29,13,91,82,78,0,1,25,85,1,0,1,0,1,1,0
2683502,767922,8,24,89,73,90,54,72,57,37,1,1,4,1,1,1,1,1,0,1,0
2168067,930337,11,43,97,66,25,14,9,57,29,1,0,87,53,0,1,0,0,1,1,1
1851348,515790,40,14,9,6,81,4,47,29,13,0,1,30,14,0,1,0,1,0,1,0
3071259,52013,14,50,22,28,86,3,41,4,49,1,0,23,47,0,1,1,1,0,1,0
1054741,646629,65,52,50,33,87,29,89,7,67,1,1,84,97,1,0,1,0,0,0,1
3552214,919217,74,33,23,6,3,83,99,36,0,1,0,21,53,0,0,0,1,1,0,0
2223615,723980,10,76,12,80,66,52,58,46,60,0,0,21,45,1,0,0,0,1,1,0
3210087,151826,7,7,28,76,42,89,52,99,2,0,1,84,56,1,0,1,1,1,0,1
4844081,636872,54,76,57,57,29,72,39,88,49,0,1,56,54,1,1,0,0,0,1,1
341449,83113,95,99,90,84,15,29,74,44,60,1,0,29,59,1,0,1,0,1,0,1
2875032,494847,5,69,94,30,70,85,61,4,35,1,1,46,94,1,0,0,0,0,0,0
4690224,878216,52,95,42,72,38,93,5,96,3,0,0,73,29,1,0,1,1,0,1,1
3218439,40282,19,20,9,44,85,83,3,62,42,1,1,66,27,1,1,1,0,0,0,0
1828662,172809,38,6,30,46,40,91,90,85,13,0,0,38,51,0,0,1,0,0,0,0
335370,516188,98,89,73,76,30,60,54,46,88,0,0,92,96,1,0,0,0,1,1,1
1056636,495643,71,78,87,80,48,70,87,24,66,1,0,88,40,1,0,1,0,1,0,1
3169791,291268,33,55,96,71,12,67,68,49,6,0,1,65,20,0,0,0,0,1,1,1
4232516,861534,56,48,13,72,40,91,2,92,7,1,0,76,86,0,1,0,0,0,1,1
4842681,400412,18,41,98,72,92,54,6,44,43,1,0,90,41,0,0,1,0,1,1,1
3144236,852959,70,22,33,39,27,98,87,29,63,1,0,28,12,0,1,0,1,1,0,1
4886134,397515,30,51,16,29,63,96,85,47,6,0,1,13,44,1,0,0,0,1,1,0
1116004,922374,81,78,20,61,18,70,11,50,47,1,1,3,89,0,1,1,0,0,1,1
1793786,101651,39,52,95,70,86,72,98,93,61,1,0,71,53,0,1,1,0,1,1,1
627244,251549,13,15,66,16,71,97,16,54,24,1,1,4,18,1,0,0,1,0,1,0
4898981,90395,99,95,57,4,24,41,66,54,80,1,0,43,26,0,0,1,0,0,1,1
3755912,540633,80,36,78,80,37,97,74,45,89,0,0,90,39,0,0,1,1,1,0,1
4913199,915976,36,17,7,0,98,76,69,30,67,0,1,23,6,1,1,1,0,0,1,0
1475393,825509,43,19,95,79,89,28,35,33,63,1,0,97,24,1,1,0,0,0,1,1
2714368,397573,8,45,37,80,2,34,16,91,17,1,0,27,48,0,0,1,0,0,0,0
2289319,726760,57,1,25,93,1,44,85,73,3,0,1,23,35,1,1,0,0,0,0,0
2409821,541343,19,86,63,30,4,73,0,67,16,1,0,4,70,1,0,1,1,1,1,0
992330,370837,91,93,29,34,60,93,66,32,46,1,0,12,83,1,0,0,0,1,1,1
4674843,90283,49,62,8,71,19,89,79,55,80,0,1,81,23,0,0,1,1,0,0,1
1942955,49484,19,2,31,29,75,98,98,57,44,0,0,54,60,0,0,1,1,1,1,0
466150,606802,35,45,10,84,37,91,77,56,88,1,0,80,91,1,0,0,1,0,0,1
2986905,95135,26,48,85,14,79,28,48,16,57,0,0,29,68,1,1,1,1,0,0,0
2045964,302915,71,0,33,97,35,69,50,10,2,0,0,82,51,1,1,1,1,0,1,0
689415,510694,31,21,17,55,45,2,70,70,11,1,1,85,35,0,0,1,0,1,0,0
3244287,193726,0,92,18,59,92,92,89,80,90,1,0,48,94,0,1,1,1,0,1,1
3703548,444756,16,13,53,26,98,56,42,91,16,0,0,81,50,0,1,0,0,0,0,0
846012,219223,8,91,81,1,36,65,30,16,21,1,1,89,32,0,1,1,1,1,1,0
1835765,901716,83,84,36,73,53,21,23,9,38,1,1,14,52,0,0,0,1,1,0,0
2785181,122399,44,44,81,63,20,26,82,25,38,0,0,91,87,0,0,0,1,0,0,1
2469798,896317,95,95,11,4,20,21,36,5,99,1,1,29,73,1,0,0,1,1,0,0
4381726,520609,65,5,3,90,91,73,64,80,15,0,1,27,37,0,1,1,0,0,0,0
3639289,951881,31,64,42,67,69,48,88,15,50,0,0,83,43,0,1,1,0,0,0,1
2205534,185645,44,20,26,12,83,82,62,89,28,1,0,3,4,0,0,0,0,0,0,0
332659,703093,8,3,50,80,59,23,55,3,77,0,1,67,30,1,1,0,0,0,0,0
2798475,134344,29,2,4,84,35,26,73,61,70,1,1,14,8,1,1,0,1,0,0,0
839872,147832,83,29,5,22,76,35,17,83,40,1,0,33,31,1,0,1,0,1,0,0
4055798,642514,37,30,76,96,10,16,64,63,56,1,0,74,40,1,1,0,0,1,0,1
3159470,628538,59,33,86,49,87,55,28,55,27,1,1,86,4,1,1,1,0,0,0,1
1136320,292906,0,82,55,78,82,9,76,74,76,0,1,98,50,1,1,0,1,0,0,1
4086912,187058,4,19,88,77,86,53,3,22,79,1,0,42,53,1,0,1,0,1,1,1
4661902,694692,62,86,67,72,30,80,11,32,20,0,1,98,90,1,0,0,1,0,1,1
1847824,176172,98,53,95,36,36,73,55,30,3,1,1,74,27,0,1,1,0,0,0,1
1350997,141016,35,24,43,29,59,73,47,6,98,1,1,60,42,0,1,1,0,0,0,0
3583973,53825,64,14,14,92,60,37,18,85,14,0,0,62,11,0,1,1,0,1,1,1
4325903,18877,77,37,89,22,66,80,25,4,52,0,1,1,68,0,1,0,0,0,0,0
632829,428206,72,22,41,33,97,89,37,36,89,1,1,51,71,1,1,1,1,0,0,1
4611054,134065,93,51,10,63,28,89,79,0,45,0,0,51,16,0,1,0,1,0,0,1
4514896,637731,23,65,72,54,66,97,24,69,6,0,1,14,7,0,1,1,1,0,1,1
434000,366756,3,56,10,70,78,3,55,44,17,0,0,39,97,0,1,1,0,0,0,0
3077429,122674,77,56,65,8,70,49,73,46,88,1,0,27,86,0,0,1,0,1,1,1
522137,120074,88,78,26,3,66,90,27,67,20,1,0,94,17,0,0,1,1,1,0,1
3223504,977787,67,51,57,65,15,60,60,93,7,1,0,95,9,1,1,0,0,1,1,1
2805221,522257,24,34,89,90,44,20,91,29,58,0,1,97,38,0,1,1,1,1,1,1
4120367,401474,73,73,71,32,33,35,88,80,19,1,0,54,40,1,1,0,0,1,0,1
3563244,256881,98,13,20,31,83,45,88,59,81,1,1,49,43,1,0,1,1,0,1,1
4773957,36629,6,90,20,43,43,94,50,23,82,0,0,21,68,1,1,1,1,1,1,1
2500269,960083,12,13,71,36,96,70,11,30,66,1,1,28,42,0,1,0,1,0,0,0
4631373,159030,67,98,0,90,77,43,7,27,54,1,0,71,80,1,1,0,0,1,1,1
766510,437681,42,32,57,91,41,63,99,44,61,1,1,85,46,0,0,0,0,1,0,1
4181383,807207,56,51,12,66,34,97,57,3,17,0,0,11,74,0,0,0,0,0,0,0
1490894,474791,35,0,72,59,74,17,87,60,90,0,0,86,47,0,1,0,0,0,1,1
908092,492849,13,33,91,58,83,87,22,38,78,1,0,37,18,1,1,0,1,0,1,1
1297996,694567,81,18,5,35,29,12,36,82,55,1,0,1,20,0,1,0,0,1,1,0
799792,420769,71,23,86,48,52,12,10,23,84,0,0,11,2,0,0,0,1,0,1,0
1775326,976136,95,3,99,50,57,24,16,70,21,0,1,54,55,1,0,1,0,1,0,1
2568756,267199,26,35,57,7,27,4,91,45,7,0,0,84,42,1,1,0,1,1,0,0
4126690,778372,36,76,16,49,14,38,55,52,10,1,0,11,0,0,1,1,1,0,0,0
868629,93697,86,57,72,40,37,28,52,47,11,1,1,94,87,1,0,0,0,0,1,1
1902457,693233,70,31,11,37,49,56,66,8,47,0,1,8,35,1,0,0,0,1,1,0
1371248,106505,75,8,85,85,12,45,1,21,62,0,0,78,5,1,0,0,1,1,1,1
3804886,347864,24,79,51,77,34,32,28,1,26,1,0,31,73,0,1,0,1,0,1,0
1583640,726565,66,66,75,78,23,87,56,90,34,0,0,72,45,1,0,1,0,0,0,1
713953,869631,89,19,69,54,64,9,33,15,1,1,1,87,97,0,0,0,1,0,1,0
4438340,161390,3,73,72,67,87,57,77,4,98,0,1,7,87,0,0,0,1,1,0,1
4763653,38734,99,61,51,17,90,24,96,11,94,1,0,27,22,0,1,0,1,0,0,1
885503,218299,78,57,36,64,17,73,81,51,7,0,0,55,19,0,1,0,0,1,1,1
622641,678882,95,21,2,63,57,38,92,25,19,1,0,81,52,0,1,0,0,1,1,0
2123217,147728,92,66,97,11,25,15,1,14,7,0,1,35,37,1,0,0,0,0,0,0
537283,676253,73,74,7,40,28,59,74,66,62,1,0,36,34,0,0,1,1,0,1,1
1778232,509609,84,88,9,41,71,27,30,72,67,1,0,31,33,0,1,0,1,0,1,1
4977421,807925,15,47,46,59,43,75,76,58,30,1,0,84,49,0,0,1,0,1,1,1
591180,401848,18,7,40,49,89,43,43,91,31,0,0,38,46,1,1,1,0,1,1,0
3899243,625160,28,72,63,80,4,57,89,38,12,1,0,48,35,0,0,0,0,1,0,1
2697934,328923,50,14,41,82,32,31,55,62,85,1,0,92,15,1,1,0,1,1,1,1
778110,698812,17,31,42,35,4,62,97,99,25,1,0,17,86,1,1,0,0,1,0,0
4418346,673626,57,52,8,47,35,92,53,24,80,0,1,22,48,1,1,1,0,0,0,1
4802606,388331,43,66,13,70,76,44,52,40,28,0,1,32,64,0,0,0,1,0,1,0
2910864,121603,15,3,90,72,80,52,73,27,90,0,1,72,62,0,1,1,1,0,1,1
4543699,853039,64,29,95,7,12,60,75,20,85,1,1,50,51,0,1,0,1,0,1,1
3910879,546228,1,12,3,24,24,49,85,92,17,0,1,42,72,1,0,0,0,0,1,0
3335609,684363,55,20,1,6,57,26,45,88,68,1,0,3,75,0,0,1,1,1,1,0
1135783,657168,78,40,96,7,1,25,53,93,11,0,1,79,59,0,0,0,0,0,0,1
2359932,627696,27,18,84,87,87,2,30,60,1,0,0,66,16,1,0,0,1,1,1,0
3106492,826247,64,47,0,80,35,89,82,56,41,0,1,71,66,0,1,0,1,1,0,1
1965520,691229,4,85,74,75,24,38,23,10,6,1,0,79,37,1,1,1,0,1,1,0
3734150,54297,21,62,64,30,33,64,24,18,46,1,1,1,28,0,1,1,0,1,0,0
1941888,65107,99,19,45,11,11,34,34,74,89,0,1,44,30,0,0,1,0,1,0,1
3446434,349937,12,63,58,56,18,52,56,88,53,0,0,82,98,1,1,1,1,0,0,1
322019,414898,64,36,74,65,93,90,71,0,14,1,1,87,58,1,0,0,1,1,0,1
4766156,548910,15,30,6,11,36,45,68,31,57,1,0,79,53,0,1,1,1,0,0,0
1965317,297552,85,73,65,26,0,67,85,84,32,1,0,39,52,0,0,1,0,0,1,1
379001,669197,63,17,14,45,59,82,27,76,66,1,1,1,25,0,0,0,0,0,1,0
3092927,986714,31,19,71,6,66,21,75,33,62,0,1,31,12,1,0,1,1,0,1,0
3445988,151479,79,81,46,60,48,59,32,16,47,0,1,0,56,0,0,0,1,1,1,1
884494,165381,50,10,89,57,89,5,52,54,65,0,0,17,18,0,0,0,1,0,0,0
3327022,994422,78,85,39,57,78,51,15,18,80,1,1,63,95,1,1,1,1,0,0,1
4048189,98190,57,43,41,12,45,72,25,73,64,1,0,31,26,0,0,0,0,0,1,1
793731,417111,45,81,50,52,47,74,11,41,35,0,1,8,12,0,0,1,0,1,1,1
2616826,781644,51,63,34,99,91,85,86,58,16,0,1,54,51,0,1,0,1,1,1,1
4490447,222984,62,33,40,64,67,72,89,72,1,0,0,66,97,1,0,1,0,0,1,1
4063741,529658,75,86,84,48,18,28,76,74,32,0,1,23,63,0,1,1,0,0,0,1
344771,381356,59,64,56,34,87,42,86,37,92,0,1,10,57,1,1,0,1,1,1,1
1208923,791918,64,54,37,93,39,73,30,30,5,1,0,27,18,0,0,1,1,0,0,1
3198111,815194,80,73,71,94,5,33,99,65,42,0,1,15,82,1,1,1,1,1,1,1
2020908,555901,54,0,95,16,79,30,26,87,99,1,0,92,2,1,0,1,0,1,1,1
1917534,773164,56,37,7,71,95,85,35,68,87,1,1,11,66,1,0,1,0,1,0,1
311362,8196,91,8,73,66,93,45,58,49,10,1,1,67,25,1,0,0,0,1,0,1
4116533,506072,70,94,62,9,62,3,86,29,4,0,1,89,5,1,1,1,0,0,1,0
2236503,517191,72,70,86,33,34,1,2,34,29,1,1,3,12,1,0,0,1,1,0,0
4570602,231009,85,16,3,85,71,4,93,58,9,0,0,74,26,0,1,0,1,0,1,0
2880990,891997,25,98,47,3,60,45,31,16,90,0,0,65,87,1,0,0,1,0,0,1
4867592,867781,11,51,51,95,4,78,14,94,90,1,1,30,9,0,0,1,1,0,0,1
2562854,856271,70,17,37,28,36,18,74,65,23,0,0,55,15,0,0,0,1,1,0,0
2609409,440132,45,62,93,45,75,37,65,79,58,1,1,49,22,1,0,1,1,1,0,1
3250999,537860,46,32,86,74,88,58,89,20,66,0,0,66,46,0,1,0,1,0,0,1
1939122,511528,78,3,4,45,96,78,62,93,60,0,1,88,11,0,0,0,0,1,0,1
3251622,426441,37,86,84,76,87,71,97,51,25,1,0,97,27,0,0,1,1,1,0,1
2986281,575141,20,74,69,58,10,19,0,64,38,1,0,0,76,1,0,0,0,0,0,0
975292,971894,13,51,80,60,98,75,74,13,81,0,0,68,17,0,0,1,0,0,1,1
4127352,692635,1,8,88,67,39,67,4,15,2,1,0,38,57,0,0,1,1,0,1,0
2533647,863811,71,63,23,65,64,52,89,54,37,1,1,51,1,0,0,1,0,1,1,1
3923234,923609,69,29,85,33,7,54,5,8,41,0,0,94,45,1,1,0,0,1,1,1
2110217,121074,32,7,76,85,86,38,98,7,47,1,0,35,16,1,1,1,0,1,0,0
1800741,458112,5,4,16,4,83,35,4,72,88,1,0,66,86,0,1,1,0,0,0,0
389073,572497,89,75,77,8,95,57,72,33,12,0,0,11,63,0,0,1,1,1,1,0
559281,495391,36,62,97,19,10,14,27,32,88,1,0,60,86,1,0,0,0,1,0,1
3307548,964991,13,0,89,20,70,0,82,85,87,0,0,79,64,0,0,1,1,1,1,0
4614011,416267,36,14,82,16,57,94,68,93,55,1,0,71,53,0,1,1,0,0,1,1
2538401,623532,7,88,25,11,93,8,86,6,58,0,1,10,42,1,1,0,0,0,1,0
1285610,761355,76,81,2,91,47,22,43,81,62,1,1,13,77,0,0,0,1,1,1,1
4565693,258516,12,37,1,81,12,51,15,20,79,0,1,90,75,0,1,1,1,0,0,0
4058884,737760,39,41,91,66,59,25,70,4,42,0,0,81,54,0,1,1,0,0,0,1
1259165,629588,91,45,1,4,48,59,77,70,74,0,0,53,13,1,0,1,1,1,1,1
4133817,727321,57,52,21,59,66,17,21,11,56,1,1,7,43,1,0,1,1,0,0,0
3706172,458372,17,25,70,52,6,96,72,58,20,0,1,32,37,1,1,1,1,0,0,0
1025963,381826,56,60,3,51,76,77,22,80,94,0,1,3,57,1,1,0,1,0,0,1
776515,62175,82,66,37,77,24,57,42,57,53,1,0,29,48,0,0,0,1,1,1,1
2562460,929353,37,53,83,47,22,64,67,87,78,0,1,83,15,1,1,1,0,0,1,1
4487382,106551,31,21,69,89,50,76,42,36,52,0,1,93,97,1,1,1,1,0,0,1
2250053,810408,85,25,72,18,46,78,25,82,44,0,0,90,81,1,0,1,0,1,0,1
959401,397761,65,82,51,16,96,68,40,44,35,0,1,88,73,0,0,1,0,0,0,1
2185681,891226,76,59,30,53,4,13,69,79,62,1,1,53,82,0,1,0,0,0,1,1
2761913,776272,86,38,25,67,95,77,30,24,0,1,0,5,29,1,1,1,1,0,1,0
2019231,515491,24,35,35,34,93,45,16,26,91,1,0,4,67,0,0,1,0,0,1,0
4267784,586154,91,20,25,87,94,68,8,50,96,0,1,77,70,1,0,0,1,1,0,1
3535379,122752,57,40,27,40,12,74,90,41,66,1,1,50,79,0,0,1,1,0,0,1
1749317,838510,74,47,4,12,41,31,54,70,78,0,1,13,36,1,1,0,1,0,1,0
4462511,258564,32,25,73,32,4,50,5,41,32,0,1,33,68,0,1,1,0,1,1,0
1088698,298257,87,62,17,14,22,68,69,59,31,1,0,40,54,1,0,1,1,1,1,1
3686142,775880,65,76,14,62,61,99,63,71,86,0,0,88,38,0,1,0,0,1,1,1
2408578,544689,29,35,56,14,0,14,3,78,57,0,0,38,56,0,1,1,1,0,1,0
1759657,935388,80,23,96,30,73,52,66,57,25,1,0,17,48,1,0,1,0,1,0,1
2431946,220432,33,89,4,27,90,70,87,79,60,1,0,19,96,1,1,1,0,0,1,1
4080323,435779,85,20,36,9,53,68,55,71,16,0,0,7,62,0,1,0,1,1,0,0
745726,170486,68,17,85,56,71,93,17,99,72,0,1,25,98,0,1,0,1,1,1,1
2880259,676502,47,14,85,70,2,14,31,95,68,0,1,84,33,1,1,1,1,0,0,1
642244,775488,39,78,21,32,82,29,84,80,28,0,1,26,56,1,0,0,0,0,1,0
690999,338636,50,5,51,6,63,77,47,99,62,1,0,31,96,0,1,1,1,1,1,1
3389189,215536,79,42,14,4,50,23,28,21,5,1,1,41,61,0,0,0,0,0,0,0
607407,735617,12,30,16,89,1,87,31,95,58,0,0,49,38,1,1,1,0,1,1,1
1071158,81693,89,27,50,79,48,34,24,57,98,1,0,80,73,1,1,0,0,1,1,1
1503306,40135,30,7,44,56,30,68,75,10,20,0,0,48,66,0,0,1,1,0,1,0
620602,470448,38,28,62,71,73,11,62,5,44,1,0,64,61,0,1,1,1,1,1,0
4032809,819294,62,20,27,85,79,83,8,21,44,1,0,62,28,0,1,0,1,1,1,1
1827650,141262,47,80,58,97,83,45,70,77,86,0,1,26,98,1,1,1,1,0,1,1
256635,599487,86,87,85,39,2,68,13,91,34,1,0,99,30,0,1,0,0,0,0,1
3062349,896798,47,57,20,27,34,35,19,11,51,0,1,74,59,1,1,0,0,1,1,0
2543136,9331,60,59,41,35,97,84,83,26,45,1,0,34,38,0,1,1,1,1,1,1
4622888,522400,11,49,80,55,84,47,9,0,65,1,1,37,78,0,1,1,1,1,0,0
3764360,188258,77,99,68,46,35,66,10,63,56,0,1,37,0,1,0,0,0,1,0,1
1920444,836080,55,30,81,70,63,92,38,73,41,1,1,41,55,1,0,1,1,1,0,1
285166,295693,17,46,16,39,31,53,18,96,72,1,1,41,82,1,0,1,0,1,0,1
2673006,217854,26,33,67,58,17,88,18,79,76,0,1,48,57,0,1,1,0,1,1,1
3643571,555049,27,1,6,42,33,90,42,38,97,1,0,56,90,0,0,0,1,1,0,0
4178966,794694,81,66,88,91,55,35,60,59,15,1,1,99,20,1,1,0,0,0,0,1
4064856,509840,79,93,39,65,66,51,69,69,4,0,0,53,53,0,1,1,0,0,1,1
497883,973763,51,71,39,8,52,21,71,53,0,0,1,9,70,1,0,0,0,1,0,0
4557356,864004,15,51,42,5,66,37,64,24,21,1,0,59,42,0,1,0,1,0,1,0
4352567,785080,76,6,72,64,90,98,22,19,47,1,0,39,96,0,0,0,0,0,1,1
956079,189544,57,75,82,2,65,61,59,35,25,0,0,0,53,1,0,1,1,1,1,0
3833646,355002,92,18,50,73,63,64,9,22,33,0,1,85,1,1,0,1,0,0,0,1
1643401,89667,8,89,72,36,66,2,62,79,57,1,0,63,13,1,0,1,1,0,1,1
815416,9677,25,91,22,86,80,87,1,0,84,1,1,80,2,0,1,1,0,0,0,1
4291373,209580,27,14,94,32,38,7,35,93,6,0,0,11,13,0,0,0,0,0,0,0
2458233,135334,76,77,31,8,37,38,56,26,24,1,1,56,4,0,0,0,0,0,0,0
3211165,479081,35,47,30,52,39,17,65,51,56,1,0,76,80,0,1,1,0,1,1,0
2932406,500784,8,13,16,76,18,2,78,1,11,0,1,88,38,1,0,1,1,1,0,0
1386430,368581,46,2,57,91,82,17,19,20,30,1,0,25,0,1,1,0,0,0,0,0
4355304,973121,77,49,85,50,4,79,41,8,26,1,0,39,42,0,0,1,0,1,0,1
4009395,416811,50,92,34,70,68,95,20,87,85,0,0,42,91,1,0,1,1,0,0,1
4107297,485675,75,53,29,25,13,0,93,47,33,1,1,96,58,0,1,1,0,0,1,0
2929737,589436,56,5,63,15,90,25,87,38,80,1,0,71,77,1,0,1,0,1,0,0
2859786,838358,31,48,52,39,48,51,65,41,74,0,0,12,80,1,0,1,1,0,1,0
1360714,604559,66,22,50,89,63,11,37,70,92,0,0,89,14,0,1,1,0,0,0,1
512916,563745,56,91,36,50,99,37,85,93,33,0,0,55,45,0,0,0,1,0,1,1
4335316,571819,53,77,89,38,56,84,92,44,36,1,1,16,6,1,0,0,0,1,1,1
4434453,209335,15,77,5,54,34,40,77,1,57,1,1,87,41,0,1,1,1,1,1,0
548844,471516,61,19,33,95,84,52,68,75,59,1,1,23,6,1,0,1,0,1,0,1
3180342,657315,83,76,55,35,4,12,23,76,25,1,0,75,46,0,1,0,1,1,1,1
3824656,199243,95,90,95,64,87,75,25,66,44,0,1,94,87,1,1,0,1,0,0,1
4522751,517445,55,59,24,84,38,12,1,42,44,0,0,57,89,0,0,1,1,1,1,1
2758845,262231,22,98,12,76,23,17,45,17,31,0,0,79,77,1,1,1,0,1,1,0
1812033,778589,16,44,62,89,39,18,33,38,68,1,0,60,18,0,0,1,0,0,0,1
3131531,575059,79,60,65,44,49,18,61,5,83,0,1,79,52,1,1,0,1,1,1,1
3524024,622423,37,55,4,8,76,69,86,41,70,1,0,93,89,1,0,1,0,0,1,1
3668282,595642,71,1,74,36,57,47,40,51,22,1,1,27,15,0,0,1,1,0,0,0
